CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
23188,MR.,AUSTIN,JAI,19-02-1969,S,M,austin29@adventure-works.com,"70,000",5,Graduate Degree,Professional,Y
12359,MRS.,VERONICA,RAMAN,19-02-1970,M,F,veronica13@adventure-works.com,"1,30,000",5,Graduate Degree,Professional,Y
11465,MR.,LOUIS,LUO,19-02-1971,M,M,louis23@adventure-works.com,"90,000",0,Bachelors,Professional,N
11788,MRS.,DESTINY,JAMES,19-02-1972,S,F,destiny43@adventure-works.com,"70,000",1,Graduate Degree,Professional,Y
15301,MRS.,AMY,GUO,19-02-1972,S,F,amy24@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
15730,MR.,PHILIP,DOMINGUEZ,19-02-1972,M,M,philip13@adventure-works.com,"90,000",0,Bachelors,Professional,Y
11621,MS.,LEAH,SHE,19-02-1973,S,F,leah19@adventure-works.com,"50,000",0,Graduate Degree,Skilled Manual,N
23825,MRS.,KATHERINE,COLEMAN,19-02-1973,M,F,katherine31@adventure-works.com,"40,000",1,Graduate Degree,Skilled Manual,Y
14327,MR.,KYLE,BUTLER,19-02-1976,S,M,kyle9@adventure-works.com,"30,000",0,High School,Skilled Manual,N
16457,MS.,KATHLEEN,MARTIN,19-02-1976,S,F,kathleen2@adventure-works.com,"20,000",0,Partial High School,Manual,N
20271,MR.,BARRY,FERNANDEZ,19-02-1976,S,M,barry16@adventure-works.com,"30,000",0,High School,Skilled Manual,N
29421,MR.,BLAKE,WILLIAMS,19-02-1976,S,M,blake1@adventure-works.com,"20,000",0,High School,Manual,N
29073,MS.,MELANIE,BARNES,19-02-1977,S,F,melanie18@adventure-works.com,"40,000",0,Bachelors,Professional,N
17915,MRS.,AIMEE,LI,19-02-1978,S,F,aimee3@adventure-works.com,"10,000",1,High School,Manual,N
25006,MS.,BAILEY,MURPHY,19-02-1978,S,F,bailey12@adventure-works.com,"30,000",0,Partial College,Skilled Manual,Y
12726,MR.,KURT,GOEL,19-02-1980,S,M,kurt19@adventure-works.com,"20,000",0,Partial High School,Manual,N
21914,MS.,EMILY,BROWN,19-02-1980,S,F,emily4@adventure-works.com,"20,000",0,Partial High School,Manual,N
24506,MRS.,JAIME,MUÑOZ,20-02-1943,M,F,jaime8@adventure-works.com,"60,000",2,Graduate Degree,Management,Y
23694,MR.,BRIAN,BROOKS,20-02-1945,M,M,brian13@adventure-works.com,"20,000",5,Partial High School,Clerical,N
14086,MR.,MAURICE,CHANDER,20-02-1946,M,M,maurice16@adventure-works.com,"10,000",5,High School,Skilled Manual,N
18187,MR.,DENNIS,GAO,20-02-1947,S,M,dennis16@adventure-works.com,"1,50,000",5,Bachelors,Professional,N
28033,MR.,GAVIN,JENKINS,20-02-1947,S,M,gavin6@adventure-works.com,"70,000",2,Bachelors,Management,Y
17144,MR.,LUIS,GRIFFIN,20-02-1948,M,M,luis20@adventure-works.com,"60,000",2,Partial College,Professional,Y
20519,MR.,TREVOR,DIAZ,20-02-1948,M,M,trevor21@adventure-works.com,"40,000",2,High School,Professional,Y
24668,MRS.,KATRINA,XU,20-02-1948,M,F,katrina4@adventure-works.com,"60,000",2,Partial College,Professional,Y
28038,MR.,PHILIP,GOMEZ,20-02-1948,M,M,philip0@adventure-works.com,"70,000",2,Partial College,Professional,Y
12655,MR.,LARRY,VAZQUEZ,20-02-1949,M,M,larry17@adventure-works.com,"80,000",5,High School,Management,Y
17153,MR.,DEVIN,BUTLER,20-02-1949,M,M,devin52@adventure-works.com,"60,000",2,Bachelors,Management,Y
28302,MRS.,CAROLINE,HUGHES,20-02-1949,M,F,caroline12@adventure-works.com,"30,000",4,High School,Professional,Y
23728,MRS.,PAIGE,KELLY,20-02-1950,S,F,paige25@adventure-works.com,"60,000",2,Partial College,Professional,Y
24570,MRS.,KAREN,GUO,20-02-1950,S,F,karen27@adventure-works.com,"90,000",4,High School,Management,Y
21808,MRS.,AMANDA,GREEN,20-02-1951,M,F,amanda57@adventure-works.com,"60,000",2,Partial College,Professional,Y
27957,MRS.,TABITHA,SURI,20-02-1951,S,F,tabitha0@adventure-works.com,"1,30,000",4,High School,Professional,N
19222,MR.,JORDAN,HALL,20-02-1957,M,M,jordan75@adventure-works.com,"30,000",2,High School,Skilled Manual,Y
20552,MRS.,HEATHER,LIANG,20-02-1957,M,F,heather16@adventure-works.com,"1,50,000",2,High School,Professional,Y
20200,MR.,NOAH,GONZALES,20-02-1959,M,M,noah14@adventure-works.com,"70,000",2,Graduate Degree,Professional,Y
27561,MRS.,KIMBERLY,BROOKS,20-02-1959,S,F,kimberly4@adventure-works.com,"60,000",5,Bachelors,Professional,Y
17451,MRS.,ISABELLE,WOOD,20-02-1960,M,F,isabelle2@adventure-works.com,"90,000",4,High School,Professional,Y
12504,MR.,ARTHUR,GUTIERREZ,20-02-1963,M,M,arthur35@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
16853,MRS.,CHRISTINA,BAILEY,20-02-1963,S,F,christina14@adventure-works.com,"1,10,000",4,Bachelors,Management,Y
23217,MRS.,MICHELLE,MORGAN,20-02-1963,S,F,michelle22@adventure-works.com,"60,000",3,Graduate Degree,Professional,Y
18016,MRS.,TIFFANY,LIU,20-02-1964,M,F,tiffany4@adventure-works.com,"30,000",2,Partial College,Clerical,N
23915,MR.,LAWRENCE,SERRANO,20-02-1964,M,M,lawrence15@adventure-works.com,"20,000",2,High School,Manual,Y
24382,MR.,PATRICK,SANCHEZ,20-02-1964,M,M,patrick22@adventure-works.com,"60,000",3,Bachelors,Professional,Y
26065,MRS.,CHLOE,POWELL,20-02-1964,S,F,chloe75@adventure-works.com,"1,10,000",3,Bachelors,Management,N
25130,MR.,MICAH,HUANG,20-02-1965,M,M,micah16@adventure-works.com,"70,000",5,Bachelors,Professional,N
16260,MRS.,GINA,SCHMIDT,20-02-1966,S,F,gina20@adventure-works.com,"20,000",1,High School,Manual,N
26365,MR.,PHILLIP,FERNANDEZ,20-02-1966,M,M,phillip17@adventure-works.com,"30,000",1,Bachelors,Skilled Manual,Y
14936,MR.,BRYAN,SANCHEZ,20-02-1967,S,M,bryan18@adventure-works.com,"30,000",1,Bachelors,Clerical,N
22467,MR.,NEIL,ALVAREZ,20-02-1967,S,M,neil5@adventure-works.com,"20,000",1,Partial College,Manual,Y
21601,,JACQUELINE,BELL,20-02-1968,M,NA,jacqueline38@adventure-works.com,"70,000",2,Bachelors,Skilled Manual,Y
12615,MR.,NATHAN,HILL,20-02-1969,S,M,nathan42@adventure-works.com,"10,000",2,High School,Manual,Y
21594,MRS.,BRIANNA,MOORE,20-02-1969,M,F,brianna6@adventure-works.com,"50,000",2,Bachelors,Skilled Manual,Y
22441,MRS.,ANDREA,TORRES,20-02-1969,S,F,andrea14@adventure-works.com,"30,000",1,Bachelors,Clerical,Y
11789,MRS.,BAILEY,PHILLIPS,20-02-1970,M,F,bailey27@adventure-works.com,"50,000",1,Bachelors,Skilled Manual,Y
21610,MR.,CALEB,EDWARDS,20-02-1970,M,M,caleb30@adventure-works.com,"70,000",4,Graduate Degree,Professional,Y
24918,MR.,WARREN,CAI,20-02-1970,S,M,warren34@adventure-works.com,"90,000",0,Bachelors,Professional,N
18630,MS.,PRISCILLA,SHE,20-02-1971,S,F,priscilla0@adventure-works.com,"20,000",0,Partial High School,Manual,Y
25396,MR.,XAVIER,RAMIREZ,20-02-1971,S,M,xavier73@adventure-works.com,"70,000",3,Graduate Degree,Professional,N
27360,MR.,KURT,KUMAR,20-02-1971,M,M,kurt7@adventure-works.com,"80,000",0,Bachelors,Professional,Y
19175,MR.,WAYNE,SHARMA,20-02-1972,S,M,wayne11@adventure-works.com,"10,000",0,Partial High School,Manual,N
22993,MR.,XAVIER,SANCHEZ,20-02-1972,S,M,xavier85@adventure-works.com,"70,000",0,Partial College,Skilled Manual,N
19520,MS.,KARI,MUÑOZ,20-02-1973,M,F,kari27@adventure-works.com,"20,000",0,Partial High School,Manual,N
16500,MS.,CHLOE,PERRY,20-02-1975,S,F,chloe74@adventure-works.com,"30,000",0,High School,Skilled Manual,N
20432,MR.,JUAN,SANDERS,20-02-1975,S,M,juan13@adventure-works.com,"40,000",0,High School,Skilled Manual,Y
25043,MR.,DAMIEN,RAI,20-02-1975,S,M,damien34@adventure-works.com,"40,000",0,High School,Skilled Manual,Y
28349,MRS.,KRISTI,VAZQUEZ,21-02-1939,S,F,kristi10@adventure-works.com,"40,000",2,Bachelors,Management,N
13335,MRS.,ALYSSA,BARNES,21-02-1940,S,F,alyssa49@adventure-works.com,"90,000",5,Bachelors,Management,Y
26462,MRS.,LAUREN,KELLY,21-02-1940,S,F,lauren45@adventure-works.com,"60,000",3,Bachelors,Management,N
21453,MR.,WAYNE,DENG,21-02-1944,M,M,wayne2@adventure-works.com,"70,000",4,Bachelors,Management,Y
16782,MR.,LUCAS,CLARK,21-02-1946,M,M,lucas33@adventure-works.com,"60,000",5,Bachelors,Management,Y
29065,MRS.,PAMELA,RODRIGUEZ,21-02-1946,S,F,pamela22@adventure-works.com,"30,000",2,Partial College,Clerical,N
13612,MRS.,HAILEY,ROSS,21-02-1947,M,F,hailey25@adventure-works.com,"1,30,000",5,Partial High School,Professional,N
21866,MRS.,SHANNON,ZHU,21-02-1947,M,F,shannon13@adventure-works.com,"80,000",5,Partial High School,Skilled Manual,N
18428,MRS.,ALEXIS,HENDERSON,21-02-1953,S,F,alexis27@adventure-works.com,"70,000",3,Graduate Degree,Management,Y
28295,MR.,WYATT,COLLINS,21-02-1954,M,M,wyatt48@adventure-works.com,"60,000",2,Partial High School,Skilled Manual,N
15369,MR.,CONNOR,PEREZ,21-02-1956,M,M,connor32@adventure-works.com,"70,000",3,Partial College,Professional,Y
23979,MR.,DAMIEN,CHEN,21-02-1956,S,M,damien1@adventure-works.com,"10,000",2,Partial College,Manual,N
13132,MR.,CASEY,VAZQUEZ,21-02-1959,S,M,casey38@adventure-works.com,"90,000",1,Bachelors,Professional,Y
13762,MR.,GAVIN,LONG,21-02-1959,M,M,gavin9@adventure-works.com,"60,000",4,Graduate Degree,Skilled Manual,Y
14150,MR.,BILLY,MUNOZ,21-02-1959,M,M,billy9@adventure-works.com,"30,000",3,Bachelors,Clerical,Y
16146,MRS.,JACQUELYN,SAUNDERS,21-02-1959,M,F,jacquelyn21@adventure-works.com,"80,000",1,Graduate Degree,Professional,Y
20784,MR.,EDUARDO,WALKER,21-02-1959,M,M,eduardo22@adventure-works.com,"60,000",4,Graduate Degree,Skilled Manual,Y
26936,MRS.,JACLYN,HE,21-02-1959,S,F,jaclyn20@adventure-works.com,"20,000",2,Partial College,Manual,N
12264,MR.,BRUCE,ASHE,21-02-1960,S,M,bruce27@adventure-works.com,"20,000",1,Partial College,Manual,N
20367,MRS.,JESSICA,ANDERSON,21-02-1960,M,F,jessica57@adventure-works.com,"1,20,000",4,High School,Professional,N
11117,MRS.,APRIL,DENG,21-02-1961,M,F,april1@adventure-works.com,"70,000",5,Partial College,Skilled Manual,Y
14465,MR.,DAKOTA,PATTERSON,21-02-1961,M,M,dakota9@adventure-works.com,"90,000",4,High School,Professional,Y
14466,MR.,LOGAN,ADAMS,21-02-1961,M,M,logan42@adventure-works.com,"90,000",4,High School,Professional,Y
20341,MR.,TYLER,SMITH,21-02-1961,M,M,tyler3@adventure-works.com,"70,000",5,Partial College,Professional,Y
11113,MR.,MICHEAL,BLANCO,21-02-1962,M,M,micheal11@adventure-works.com,"70,000",5,Bachelors,Professional,Y
14069,MRS.,JOY,SERRANO,21-02-1962,M,F,joy15@adventure-works.com,"70,000",5,Bachelors,Professional,Y
22383,MR.,DEVIN,JENKINS,21-02-1962,M,M,devin45@adventure-works.com,"20,000",1,Graduate Degree,Clerical,Y
24413,MR.,NATHAN,LEWIS,21-02-1962,M,M,nathan57@adventure-works.com,"1,20,000",1,High School,Professional,Y
26705,MR.,ERIC,JENKINS,21-02-1962,S,M,eric15@adventure-works.com,"1,50,000",1,Partial College,Professional,N
27806,MRS.,KRISTA,SANZ,21-02-1962,S,F,krista19@adventure-works.com,"30,000",1,Partial College,Clerical,N
17624,MS.,SAMANTHA,ALEXANDER,21-02-1963,S,F,samantha41@adventure-works.com,"70,000",0,Bachelors,Professional,N
20704,MR.,SHANE,RODRIGUEZ,21-02-1963,M,M,shane22@adventure-works.com,"70,000",4,Bachelors,Professional,Y
19150,MRS.,MARIA,BAILEY,21-02-1964,M,F,maria9@adventure-works.com,"60,000",4,Bachelors,Skilled Manual,Y
21970,MRS.,JADA,RIVERA,21-02-1964,S,F,jada8@adventure-works.com,"60,000",3,Bachelors,Professional,Y
24456,MR.,DANNY,RUIZ,21-02-1964,S,M,danny2@adventure-works.com,"60,000",4,Bachelors,Professional,Y
15364,MR.,AIDAN,BRYANT,21-02-1965,S,M,aidan19@adventure-works.com,"90,000",5,Partial College,Professional,Y
19607,MR.,TROY,SUBRAM,21-02-1965,S,M,troy14@adventure-works.com,"70,000",0,Bachelors,Professional,Y
20910,MS.,CAROLYN,MALHOTRA,21-02-1966,M,F,carolyn5@adventure-works.com,"40,000",0,Bachelors,Professional,Y
14645,MR.,ISAAC,KELLY,21-02-1967,S,M,isaac2@adventure-works.com,"60,000",0,Graduate Degree,Professional,N
18704,MRS.,LACEY,GOEL,21-02-1967,M,F,lacey8@adventure-works.com,"70,000",5,Bachelors,Professional,Y
26135,MRS.,ERICA,SUN,21-02-1967,M,F,erica13@adventure-works.com,"90,000",3,Bachelors,Professional,Y
26819,,DEVIN,MITCHELL,21-02-1967,M,NA,devin34@adventure-works.com,"10,000",3,High School,Manual,Y
26821,MRS.,TAMARA,GUO,21-02-1967,M,F,tamara7@adventure-works.com,"10,000",4,Partial High School,Manual,Y
20872,MR.,THEODORE,MORENO,21-02-1968,S,M,theodore7@adventure-works.com,"10,000",3,High School,Manual,Y
22046,MS.,JASMINE,SANDERS,21-02-1968,S,F,jasmine40@adventure-works.com,"80,000",0,Bachelors,Management,N
15470,MRS.,HAILEY,LOPEZ,21-02-1970,M,F,hailey60@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
17645,MR.,ALBERT,ALONSO,21-02-1971,S,M,albert10@adventure-works.com,"30,000",0,High School,Manual,N
28961,MR.,MATHEW,RAMOS,21-02-1971,S,M,mathew13@adventure-works.com,"1,00,000",0,High School,Management,N
22303,MR.,PHILIP,ALONSO,21-02-1972,S,M,philip8@adventure-works.com,"20,000",0,Partial High School,Manual,Y
27058,MR.,NATHAN,BUTLER,21-02-1972,S,M,nathan10@adventure-works.com,"50,000",0,Graduate Degree,Skilled Manual,Y
12347,MS.,SUMMER,MADAN,21-02-1975,M,F,summer6@adventure-works.com,"90,000",0,Bachelors,Professional,N
15126,MR.,MANUEL,SANCHEZ,21-02-1975,S,M,manuel18@adventure-works.com,"80,000",0,Bachelors,Professional,Y
23335,MR.,JAMES,ROBINSON,21-02-1975,S,M,james91@adventure-works.com,"40,000",0,High School,Skilled Manual,Y
25040,MR.,JULIAN,PERRY,21-02-1975,S,M,julian9@adventure-works.com,"40,000",0,High School,Skilled Manual,N
18344,MR.,CALEB,TURNER,21-02-1976,S,M,caleb34@adventure-works.com,"60,000",0,Partial College,Skilled Manual,Y
23556,MS.,KRISTI,MUNOZ,21-02-1976,S,F,kristi3@adventure-works.com,"40,000",0,High School,Skilled Manual,Y
16333,MR.,CALEB,HILL,21-02-1977,M,M,caleb43@adventure-works.com,"30,000",0,Partial College,Skilled Manual,N
26790,MS.,CHLOE,COOK,21-02-1977,S,F,chloe50@adventure-works.com,"30,000",0,Partial High School,Clerical,N
26877,MR.,DAMIEN,NARA,21-02-1977,M,M,damien33@adventure-works.com,"30,000",0,Partial College,Clerical,N
20819,MR.,RAYMOND,MADAN,21-02-1979,S,M,raymond9@adventure-works.com,"20,000",0,Bachelors,Clerical,Y
22403,MR.,CEDRIC,BECK,21-02-1979,M,M,cedric38@adventure-works.com,"10,000",0,Partial College,Manual,Y
29410,MR.,LUCAS,PRICE,21-02-1979,S,M,lucas49@adventure-works.com,"30,000",3,Partial College,Clerical,Y
28280,MR.,TRISTAN,POWELL,22-02-1935,S,M,tristan9@adventure-works.com,"50,000",2,Graduate Degree,Management,Y
29262,MRS.,CASSIE,RAJE,22-02-1936,S,F,cassie12@adventure-works.com,"50,000",2,Graduate Degree,Management,N
15156,MR.,DYLAN,FOSTER,22-02-1941,M,M,dylan15@adventure-works.com,"90,000",5,Bachelors,Management,Y
25553,MR.,BRETT,SRINI,22-02-1941,M,M,brett8@adventure-works.com,"30,000",1,Bachelors,Clerical,Y
13180,MRS.,LESLIE,SANZ,22-02-1942,M,F,leslie20@adventure-works.com,"80,000",5,Bachelors,Management,Y
19833,MRS.,MICHELLE,KELLY,22-02-1942,M,F,michelle4@adventure-works.com,"50,000",4,Bachelors,Management,Y
20484,MRS.,GABRIELLA,MORGAN,22-02-1942,S,F,gabriella20@adventure-works.com,"50,000",4,Bachelors,Management,N
11187,MRS.,JENNIFER,COOPER,22-02-1944,M,F,jennifer63@adventure-works.com,"60,000",4,Graduate Degree,Management,Y
14379,MR.,RICHARD,FOSTER,22-02-1944,M,M,richard71@adventure-works.com,"60,000",4,Graduate Degree,Management,Y
21758,MRS.,PATRICIA,MALHOTRA,22-02-1944,M,F,patricia10@adventure-works.com,"40,000",4,High School,Professional,Y
23613,MR.,CLAYTON,LU,22-02-1944,M,M,clayton10@adventure-works.com,"1,30,000",3,Bachelors,Management,Y
28988,MR.,HAROLD,PEREZ,22-02-1944,S,M,harold18@adventure-works.com,"30,000",5,Partial High School,Clerical,N
13219,MR.,RAFAEL,SHAN,22-02-1946,M,M,rafael34@adventure-works.com,"60,000",5,Bachelors,Management,Y
18990,MRS.,AMANDA,HENDERSON,22-02-1946,M,F,amanda26@adventure-works.com,"70,000",5,Bachelors,Management,Y
23701,MRS.,MARISSA,BARNES,22-02-1946,M,F,marissa1@adventure-works.com,"40,000",5,High School,Professional,Y
27469,MRS.,ANNE,GILL,22-02-1946,S,F,anne15@adventure-works.com,"30,000",2,Partial College,Clerical,N
11030,MRS.,BETHANY,YUAN,22-02-1947,M,F,bethany10@adventure-works.com,"10,000",2,Partial High School,Clerical,Y
26494,MR.,NICHOLAS,WHITE,22-02-1947,M,M,nicholas13@adventure-works.com,"70,000",2,Partial College,Professional,Y
24620,MRS.,OLIVIA,MORGAN,22-02-1948,M,F,olivia30@adventure-works.com,"30,000",4,High School,Professional,Y
21373,MR.,CLAYTON,LIU,22-02-1949,M,M,clayton4@adventure-works.com,"20,000",2,Partial High School,Clerical,N
28040,MR.,JACK,MITCHELL,22-02-1949,M,M,jack47@adventure-works.com,"60,000",2,Partial College,Professional,N
12116,MRS.,AMANDA,GRAY,22-02-1951,S,F,amanda15@adventure-works.com,"70,000",2,High School,Professional,Y
23325,MRS.,TIFFANY,ZIMMERMAN,22-02-1951,M,F,tiffany20@adventure-works.com,"20,000",2,Partial High School,Clerical,Y
13401,MRS.,ERIN,BRADLEY,22-02-1952,S,F,erin18@adventure-works.com,"60,000",3,High School,Professional,Y
18465,MRS.,JAMIE,YANG,22-02-1952,S,F,jamie7@adventure-works.com,"30,000",3,High School,Skilled Manual,Y
19893,MR.,EVAN,BAKER,22-02-1952,S,M,evan32@adventure-works.com,"60,000",2,High School,Professional,Y
24566,MRS.,KARA,NARA,22-02-1952,S,F,kara14@adventure-works.com,"1,70,000",4,Partial College,Professional,N
17462,MR.,JESSE,ROGERS,22-02-1953,M,M,jesse20@adventure-works.com,"70,000",3,Graduate Degree,Management,Y
18861,MRS.,ASHLEY,WOOD,22-02-1954,M,F,ashley28@adventure-works.com,"70,000",3,High School,Professional,Y
21392,MRS.,KELLI,LIN,22-02-1954,M,F,kelli8@adventure-works.com,"40,000",3,Partial High School,Clerical,N
22822,MR.,DEVIN,ANDERSON,22-02-1954,M,M,devin8@adventure-works.com,"1,70,000",5,High School,Professional,Y
26714,MRS.,ANGELA,LONG,22-02-1954,S,F,angela12@adventure-works.com,"70,000",2,Partial High School,Skilled Manual,N
20448,,JÉSUS,BLANCO,22-02-1956,M,NA,jésus14@adventure-works.com,"80,000",2,High School,Skilled Manual,Y
16550,MR.,FREDERICK,MADAN,22-02-1959,M,M,frederick6@adventure-works.com,"30,000",0,Bachelors,Clerical,Y
21020,MR.,OMAR,YE,22-02-1959,M,M,omar9@adventure-works.com,"30,000",3,Bachelors,Clerical,Y
27537,MRS.,AMANDA,BRYANT,22-02-1963,M,F,amanda39@adventure-works.com,"70,000",4,Bachelors,Professional,Y
24322,,ALEXANDRA,EVANS,22-02-1964,M,NA,alexandra44@adventure-works.com,"60,000",4,Bachelors,Skilled Manual,Y
13907,MRS.,MISTY,XIE,22-02-1965,S,F,misty4@adventure-works.com,"80,000",3,Bachelors,Skilled Manual,Y
15219,MR.,CLAYTON,CHEN,22-02-1965,S,M,clayton2@adventure-works.com,"70,000",0,Bachelors,Professional,N
21072,MR.,DOMINIC,SANCHEZ,22-02-1965,S,M,dominic21@adventure-works.com,"20,000",2,High School,Manual,Y
28233,MR.,PATRICK,RICHARDSON,22-02-1965,S,M,patrick14@adventure-works.com,"1,00,000",4,Partial College,Professional,N
23179,MR.,JORDAN,PHILLIPS,22-02-1966,M,M,jordan60@adventure-works.com,"60,000",2,Bachelors,Skilled Manual,Y
23879,MS.,AMBER,GONZALEZ,22-02-1966,M,F,amber8@adventure-works.com,"60,000",0,Graduate Degree,Professional,N
15853,MS.,JASMINE,BROWN,22-02-1967,M,F,jasmine4@adventure-works.com,"1,20,000",0,Bachelors,Management,Y
24530,MR.,FRANKLIN,SHE,22-02-1967,S,M,franklin19@adventure-works.com,"1,60,000",0,Graduate Degree,Management,N
14766,MR.,CURTIS,XU,22-02-1968,S,M,curtis10@adventure-works.com,"20,000",1,Partial College,Manual,N
19305,MRS.,GABRIELLA,YOUNG,22-02-1968,S,F,gabriella41@adventure-works.com,"10,000",2,High School,Manual,Y
22907,MR.,BARRY,SAI,22-02-1968,M,M,barry6@adventure-works.com,"60,000",2,Bachelors,Professional,Y
26660,MR.,KERN,SUTTON,22-02-1968,M,M,kern0@adventure-works.com,"60,000",2,Bachelors,Professional,Y
25600,MR.,DEREK,ANAND,22-02-1969,M,M,derek20@adventure-works.com,"30,000",0,Bachelors,Clerical,Y
17569,MRS.,MYA,PRICE,22-02-1970,S,F,mya2@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
18629,MR.,MARTIN,SRINI,22-02-1971,S,M,martin13@adventure-works.com,"20,000",0,Partial High School,Manual,Y
25371,MS.,RENEE,GOMEZ,22-02-1972,M,F,renee1@adventure-works.com,"50,000",0,Graduate Degree,Skilled Manual,Y
24520,MR.,JOSEPH,WILSON,22-02-1973,M,M,joseph13@adventure-works.com,"60,000",0,Partial College,Skilled Manual,Y
14687,MS.,OLIVIA,PRICE,22-02-1974,S,F,olivia47@adventure-works.com,"30,000",0,Partial College,Clerical,Y
18934,MR.,JEREMIAH,MOORE,22-02-1974,S,M,jeremiah1@adventure-works.com,"60,000",0,Partial College,Professional,Y
19806,MS.,NANCY,PEREZ,22-02-1974,S,F,nancy24@adventure-works.com,"60,000",0,Partial College,Professional,Y
27353,MR.,GILBERT,ANDERSEN,22-02-1974,S,M,gilbert34@adventure-works.com,"1,10,000",0,Partial College,Management,Y
11367,MR.,CALVIN,NARA,22-02-1979,M,M,calvin15@adventure-works.com,"20,000",0,Bachelors,Clerical,Y
25265,MS.,HANNAH,SMITH,22-02-1979,S,F,hannah1@adventure-works.com,"30,000",0,Partial High School,Clerical,N
11474,MR.,MELVIN,XU,22-02-1980,S,M,melvin5@adventure-works.com,"20,000",0,Partial High School,Manual,Y
15251,MR.,NOAH,HALL,22-02-1980,S,M,noah72@adventure-works.com,"30,000",0,High School,Skilled Manual,Y
13157,MRS.,HEIDI,GONZALEZ,23-02-1940,M,F,heidi21@adventure-works.com,"30,000",2,Partial College,Clerical,N
11354,MRS.,DEANNA,SUAREZ,23-02-1942,M,F,deanna45@adventure-works.com,"20,000",1,Partial College,Manual,Y
18768,MR.,DALTON,GARCIA,23-02-1942,M,M,dalton15@adventure-works.com,"40,000",2,Bachelors,Management,Y
27857,MRS.,BRANDI,MUNOZ,23-02-1942,S,F,brandi7@adventure-works.com,"10,000",2,Partial College,Manual,N
21780,MR.,PEDRO,GONZALEZ,23-02-1947,M,M,pedro18@adventure-works.com,"70,000",2,Partial College,Professional,Y
26490,MR.,ANTONIO,SIMMONS,23-02-1947,S,M,antonio15@adventure-works.com,"70,000",2,Bachelors,Management,N
12335,MR.,FRANCISCO,ASHE,23-02-1948,S,M,francisco7@adventure-works.com,"1,50,000",3,High School,Management,N
25923,MR.,MASON,PARKER,23-02-1948,S,M,mason20@adventure-works.com,"10,000",2,Partial High School,Clerical,Y
11220,MRS.,ERICA,HUANG,23-02-1950,M,F,erica5@adventure-works.com,"60,000",2,Partial College,Professional,Y
12108,MR.,JAMES,WALKER,23-02-1950,M,M,james96@adventure-works.com,"60,000",2,Partial College,Professional,Y
25203,MRS.,CAROLINE,WOOD,23-02-1951,S,F,caroline4@adventure-works.com,"40,000",3,Partial College,Professional,N
13250,MRS.,JORDAN,KING,23-02-1952,M,F,jordan48@adventure-works.com,"70,000",4,Partial College,Professional,Y
18114,MRS.,ALEXANDRIA,FOSTER,23-02-1952,S,F,alexandria16@adventure-works.com,"70,000",2,Partial High School,Skilled Manual,Y
19770,MRS.,ROSA,LIANG,23-02-1952,M,F,rosa16@adventure-works.com,"30,000",3,High School,Skilled Manual,Y
19895,MR.,RICKY,JIMENEZ,23-02-1952,M,M,ricky5@adventure-works.com,"60,000",2,High School,Professional,Y
22092,MRS.,ANDREA,YOUNG,23-02-1955,M,F,andrea39@adventure-works.com,"90,000",2,High School,Professional,Y
20641,MRS.,ISABELLA,ROBINSON,23-02-1956,S,F,isabella74@adventure-works.com,"90,000",2,Partial College,Professional,Y
21421,MRS.,ASHLEY,ROSS,23-02-1957,M,F,ashley30@adventure-works.com,"60,000",2,High School,Professional,Y
11377,MR.,DAVID,ROBINETT,23-02-1961,M,M,david22@adventure-works.com,"30,000",4,Graduate Degree,Clerical,Y
15384,MR.,XAVIER,ALAN,23-02-1961,M,M,xavier22@adventure-works.com,"80,000",5,Partial College,Professional,Y
23543,MRS.,MICHELE,SANCHEZ,23-02-1961,M,F,michele33@adventure-works.com,"70,000",5,Partial College,Skilled Manual,Y
28269,MRS.,ALEXANDRA,GREEN,23-02-1961,S,F,alexandra56@adventure-works.com,"1,30,000",1,Bachelors,Management,N
11111,MRS.,MEREDITH,GUTIERREZ,23-02-1962,M,F,meredith34@adventure-works.com,"60,000",1,Partial College,Skilled Manual,Y
18389,MR.,MARCUS,GRAY,23-02-1962,S,M,marcus81@adventure-works.com,"80,000",5,Partial College,Professional,N
27543,MRS.,KATHERINE,GRIFFIN,23-02-1962,M,F,katherine47@adventure-works.com,"70,000",1,Bachelors,Professional,Y
21190,MR.,PABLO,ROVIRA DIEZ,23-02-1963,S,M,pablo0@adventure-works.com,"70,000",0,Bachelors,Professional,N
28307,MRS.,MORGAN,GRAY,23-02-1963,M,F,morgan63@adventure-works.com,"60,000",3,Bachelors,Professional,Y
28400,MR.,CEDRIC,ANAND,23-02-1963,S,M,cedric40@adventure-works.com,"30,000",2,Partial College,Clerical,Y
17803,MRS.,RENEE,HERNANDEZ,23-02-1964,S,F,renee3@adventure-works.com,"10,000",5,Partial High School,Manual,Y
22659,MRS.,SHAWNA,LUO,23-02-1964,S,F,shawna6@adventure-works.com,"20,000",2,High School,Manual,Y
20917,MRS.,TONYA,TANG,23-02-1965,M,F,tonya4@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
